image_path,card_name,card_number,card_set
dataset/Arceus/Arceus_Pichu_25.jpg,Pichu,25,Arceus
dataset/Sandstorm/Sandstorm_Espeon_16.jpg,Espeon,16,Sandstorm
dataset/HeartGold & SoulSilver/HeartGold & SoulSilver_Persian_27.jpg,Persian,27,HeartGold & SoulSilver
dataset/Sword & Shield/Sword & Shield_Torkoal V_24.jpg,Torkoal V,24,Sword & Shield
dataset/Plasma Storm/Plasma Storm_Squirtle_24.jpg,Squirtle,24,Plasma Storm
dataset/Roaring Skies/Roaring Skies_Electrode_22.jpg,Electrode,22,Roaring Skies
dataset/Expedition Base Set/Expedition Base Set_Machamp_16.jpg,Machamp,16,Expedition Base Set
dataset/HS—Unleashed/HS—Unleashed_Steelix_24.jpg,Steelix,24,HS—Unleashed
dataset/Hidden Legends/Hidden Legends_Gorebyss_18.jpg,Gorebyss,18,Hidden Legends
dataset/Fates Collide/Fates Collide_Alakazam-EX_25.jpg,Alakazam-EX,25,Fates Collide
dataset/Unbroken Bonds/Unbroken Bonds_Reshiram & Charizard-GX_20.jpg,Reshiram & Charizard-GX,20,Unbroken Bonds
dataset/Platinum/Platinum_Empoleon_26.jpg,Empoleon,26,Platinum
dataset/Primal Clash/Primal Clash_Torchic_25.jpg,Torchic,25,Primal Clash
dataset/SWSH Black Star Promos/SWSH Black Star Promos_Toxtricity V_SWSH017.jpg,Toxtricity V,SWSH017,SWSH Black Star Promos
dataset/Plasma Freeze/Plasma Freeze_Tympole_24.jpg,Tympole,24,Plasma Freeze
dataset/Dragon Majesty/Dragon Majesty_Croconaw_23.jpg,Croconaw,23,Dragon Majesty
dataset/Black & White/Black & White_Darumaka_23.jpg,Darumaka,23,Black & White
dataset/Deoxys/Deoxys_Tropius_27.jpg,Tropius,27,Deoxys
dataset/Ultra Prism/Ultra Prism_Turtonator_27.jpg,Turtonator,27,Ultra Prism
dataset/Power Keepers/Power Keepers_Mawile_17.jpg,Mawile,17,Power Keepers
dataset/Celestial Storm/Celestial Storm_Dhelmise_22.jpg,Dhelmise,22,Celestial Storm
dataset/Team Magma vs Team Aqua/Team Magma vs Team Aqua_Team Aqua's Corphish_26.jpg,Team Aqua's Corphish,26,Team Magma vs Team Aqua
dataset/Platinum/Platinum_Dugtrio_24.jpg,Dugtrio,24,Platinum
dataset/Majestic Dawn/Majestic Dawn_Flareon_19.jpg,Flareon,19,Majestic Dawn
dataset/Call of Legends/Call of Legends_Granbull_26.jpg,Granbull,26,Call of Legends
dataset/Legends Awakened/Legends Awakened_Regigigas_15.jpg,Regigigas,15,Legends Awakened
dataset/Team Rocket/Team Rocket_Dark Dragonite_22.jpg,Dark Dragonite,22,Team Rocket
dataset/McDonald's Collection 2012/McDonald's Collection 2012_Pignite_4.jpg,Pignite,4,McDonald's Collection 2012
dataset/Nintendo Black Star Promos/Nintendo Black Star Promos_Mudkip_18.jpg,Mudkip,18,Nintendo Black Star Promos
dataset/Emerald/Emerald_Dodrio_26.jpg,Dodrio,26,Emerald
dataset/Burning Shadows/Burning Shadows_Simisear_23.jpg,Simisear,23,Burning Shadows
dataset/Lost Thunder/Lost Thunder_Sceptile-GX_22.jpg,Sceptile-GX,22,Lost Thunder
dataset/HGSS Black Star Promos/HGSS Black Star Promos_Shuckle_HGSS15.jpg,Shuckle,HGSS15,HGSS Black Star Promos
dataset/Next Destinies/Next Destinies_Lapras_26.jpg,Lapras,26,Next Destinies
dataset/Dragons Exalted/Dragons Exalted_Milotic_28.jpg,Milotic,28,Dragons Exalted
dataset/Next Destinies/Next Destinies_Simipour_29.jpg,Simipour,29,Next Destinies
dataset/Gym Challenge/Gym Challenge_Lt. Surge's Jolteon_28.jpg,Lt. Surge's Jolteon,28,Gym Challenge
dataset/Unified Minds/Unified Minds_Steenee_18.jpg,Steenee,18,Unified Minds
dataset/Wizards Black Star Promos/Wizards Black Star Promos_Articuno_22.jpg,Articuno,22,Wizards Black Star Promos
dataset/Noble Victories/Noble Victories_Larvesta_20.jpg,Larvesta,20,Noble Victories
dataset/HS—Triumphant/HS—Triumphant_Machamp_26.jpg,Machamp,26,HS—Triumphant
dataset/Unified Minds/Unified Minds_Lurantis_16.jpg,Lurantis,16,Unified Minds
dataset/Arceus/Arceus_Porygon-Z G_26.jpg,Porygon-Z G,26,Arceus
dataset/Dragon Majesty/Dragon Majesty_Feraligatr_24.jpg,Feraligatr,24,Dragon Majesty
dataset/Platinum/Platinum_Dustox_25.jpg,Dustox,25,Platinum
dataset/Neo Revelation/Neo Revelation_Raikou_22.jpg,Raikou,22,Neo Revelation
dataset/Unified Minds/Unified Minds_Bounsweet_17.jpg,Bounsweet,17,Unified Minds
dataset/Noble Victories/Noble Victories_Larvesta_19.jpg,Larvesta,19,Noble Victories
dataset/Legend Maker/Legend Maker_Torkoal_27.jpg,Torkoal,27,Legend Maker
dataset/Lost Thunder/Lost Thunder_Wurmple_23.jpg,Wurmple,23,Lost Thunder
dataset/Sun & Moon/Sun & Moon_Torracat_25.jpg,Torracat,25,Sun & Moon
dataset/Phantom Forces/Phantom Forces_M Manectric-EX_24.jpg,M Manectric-EX,24,Phantom Forces
dataset/Dragon Majesty/Dragon Majesty_Wooper_25.jpg,Wooper,25,Dragon Majesty
dataset/Neo Destiny/Neo Destiny_Light Ledian_24.jpg,Light Ledian,24,Neo Destiny
dataset/Plasma Blast/Plasma Blast_Carracosta_28.jpg,Carracosta,28,Plasma Blast
dataset/Hidden Fates Shiny Vault/Hidden Fates Shiny Vault_Malamar_SV18.jpg,Malamar,SV18,Hidden Fates Shiny Vault
dataset/XY/XY_Fennekin_24.jpg,Fennekin,24,XY
dataset/Hidden Fates Shiny Vault/Hidden Fates Shiny Vault_Inkay_SV17.jpg,Inkay,SV17,Hidden Fates Shiny Vault
dataset/Primal Clash/Primal Clash_Magcargo_24.jpg,Magcargo,24,Primal Clash
dataset/Ruby & Sapphire/Ruby & Sapphire_Donphan_17.jpg,Donphan,17,Ruby & Sapphire
dataset/Nintendo Black Star Promos/Nintendo Black Star Promos_Torchic_17.jpg,Torchic,17,Nintendo Black Star Promos
dataset/BREAKpoint/BREAKpoint_Heatmor_15.jpg,Heatmor,15,BREAKpoint
dataset/XY Black Star Promos/XY Black Star Promos_Charizard-EX_XY17.jpg,Charizard-EX,XY17,XY Black Star Promos
dataset/Diamond & Pearl/Diamond & Pearl_Floatzel_26.jpg,Floatzel,26,Diamond & Pearl
dataset/Crystal Guardians/Crystal Guardians_Kingler δ_22.jpg,Kingler δ,22,Crystal Guardians
dataset/Expedition Base Set/Expedition Base Set_Magby_17.jpg,Magby,17,Expedition Base Set
dataset/Vivid Voltage/Vivid Voltage_Orbeetle VMAX_21.jpg,Orbeetle VMAX,21,Vivid Voltage
dataset/Neo Destiny/Neo Destiny_Light Piloswine_26.jpg,Light Piloswine,26,Neo Destiny
dataset/Shining Legends/Shining Legends_Litten_15.jpg,Litten,15,Shining Legends
dataset/Base/Base_Dratini_26.jpg,Dratini,26,Base
dataset/Emerging Powers/Emerging Powers_Virizion_17.jpg,Virizion,17,Emerging Powers
dataset/Team Rocket/Team Rocket_Dark Dugtrio_23.jpg,Dark Dugtrio,23,Team Rocket
dataset/FireRed & LeafGreen/FireRed & LeafGreen_Dodrio_21.jpg,Dodrio,21,FireRed & LeafGreen
dataset/Rebel Clash/Rebel Clash_Applin_20.jpg,Applin,20,Rebel Clash
dataset/Call of Legends/Call of Legends_Meganium_27.jpg,Meganium,27,Call of Legends
dataset/FireRed & LeafGreen/FireRed & LeafGreen_Cloyster_20.jpg,Cloyster,20,FireRed & LeafGreen
dataset/Stormfront/Stormfront_Gengar_18.jpg,Gengar,18,Stormfront
dataset/Flashfire/Flashfire_Bergmite_30.jpg,Bergmite,30,Flashfire
dataset/Steam Siege/Steam Siege_Shellos_28.jpg,Shellos,28,Steam Siege
dataset/XY/XY_Delphox_26.jpg,Delphox,26,XY
dataset/Boundaries Crossed/Boundaries Crossed_Darmanitan_28.jpg,Darmanitan,28,Boundaries Crossed
dataset/Deoxys/Deoxys_Shiftry_25.jpg,Shiftry,25,Deoxys
dataset/BREAKthrough/BREAKthrough_Pansear_23.jpg,Pansear,23,BREAKthrough
dataset/BREAKpoint/BREAKpoint_Psyduck_16.jpg,Psyduck,16,BREAKpoint
dataset/Hidden Legends/Hidden Legends_Chimecho_17.jpg,Chimecho,17,Hidden Legends
dataset/Emerald/Emerald_Grovyle_28.jpg,Grovyle,28,Emerald
dataset/Fossil/Fossil_Muk_28.jpg,Muk,28,Fossil
dataset/Sandstorm/Sandstorm_Kecleon_18.jpg,Kecleon,18,Sandstorm
dataset/Darkness Ablaze/Darkness Ablaze_Charizard V_19.jpg,Charizard V,19,Darkness Ablaze
dataset/Forbidden Light/Forbidden Light_Froakie_21.jpg,Froakie,21,Forbidden Light
dataset/Champion's Path/Champion's Path_Machamp_26.jpg,Machamp,26,Champion's Path
dataset/Kalos Starter Set/Kalos Starter Set_Pawniard_19.jpg,Pawniard,19,Kalos Starter Set
dataset/Guardians Rising/Guardians Rising_Tentacruel_24.jpg,Tentacruel,24,Guardians Rising
dataset/HS—Unleashed/HS—Unleashed_Roserade_23.jpg,Roserade,23,HS—Unleashed
dataset/HS—Unleashed/HS—Unleashed_Torkoal_25.jpg,Torkoal,25,HS—Unleashed
dataset/Team Rocket/Team Rocket_Dark Golbat_24.jpg,Dark Golbat,24,Team Rocket
dataset/SWSH Black Star Promos/SWSH Black Star Promos_Inteleon V_SWSH016.jpg,Inteleon V,SWSH016,SWSH Black Star Promos
dataset/Forbidden Light/Forbidden Light_Palkia-GX_20.jpg,Palkia-GX,20,Forbidden Light
dataset/Secret Wonders/Secret Wonders_Golem_29.jpg,Golem,29,Secret Wonders
dataset/Unseen Forces/Unseen Forces_Hitmonlee_25.jpg,Hitmonlee,25,Unseen Forces
dataset/Sword & Shield/Sword & Shield_Heatmor_26.jpg,Heatmor,26,Sword & Shield
dataset/Great Encounters/Great Encounters_Lapras_21.jpg,Lapras,21,Great Encounters
dataset/Dark Explorers/Dark Explorers_Larvesta_21.jpg,Larvesta,21,Dark Explorers
dataset/Neo Discovery/Neo Discovery_Yanma_17.jpg,Yanma,17,Neo Discovery
dataset/Wizards Black Star Promos/Wizards Black Star Promos_Psyduck_20.jpg,Psyduck,20,Wizards Black Star Promos
dataset/Team Up/Team Up_Golduck_27.jpg,Golduck,27,Team Up
dataset/Black & White/Black & White_Darmanitan_25.jpg,Darmanitan,25,Black & White
dataset/Dragon Majesty/Dragon Majesty_Magikarp_19.jpg,Magikarp,19,Dragon Majesty
dataset/Unbroken Bonds/Unbroken Bonds_Victreebel_15.jpg,Victreebel,15,Unbroken Bonds
dataset/Flashfire/Flashfire_Shinx_32.jpg,Shinx,32,Flashfire
dataset/Base Set 2/Base Set 2_Pidgeotto_28.jpg,Pidgeotto,28,Base Set 2
dataset/Hidden Fates/Hidden Fates_Koffing_28.jpg,Koffing,28,Hidden Fates
dataset/Dragon/Dragon_Dratini_26.jpg,Dratini,26,Dragon
dataset/Unseen Forces/Unseen Forces_Hitmontop_26.jpg,Hitmontop,26,Unseen Forces
dataset/Ruby & Sapphire/Ruby & Sapphire_Pelipper_19.jpg,Pelipper,19,Ruby & Sapphire
dataset/HS—Triumphant/HS—Triumphant_Nidoqueen_28.jpg,Nidoqueen,28,HS—Triumphant
dataset/Great Encounters/Great Encounters_Latias_22.jpg,Latias,22,Great Encounters
dataset/Stormfront/Stormfront_Dusknoir_17.jpg,Dusknoir,17,Stormfront
dataset/SM Black Star Promos/SM Black Star Promos_Lunala-GX_SM17.jpg,Lunala-GX,SM17,SM Black Star Promos
dataset/Burning Shadows/Burning Shadows_Heatmor_24.jpg,Heatmor,24,Burning Shadows
dataset/Shining Legends/Shining Legends_Torracat_16.jpg,Torracat,16,Shining Legends
dataset/BREAKpoint/BREAKpoint_Golduck_17.jpg,Golduck,17,BREAKpoint
dataset/Darkness Ablaze/Darkness Ablaze_Houndoom V_21.jpg,Houndoom V,21,Darkness Ablaze
dataset/HS—Triumphant/HS—Triumphant_Magmortar_27.jpg,Magmortar,27,HS—Triumphant
dataset/Legendary Collection/Legendary Collection_Electrode_22.jpg,Electrode,22,Legendary Collection
dataset/Flashfire/Flashfire_Floatzel_29.jpg,Floatzel,29,Flashfire
dataset/Rebel Clash/Rebel Clash_Eldegoss V_19.jpg,Eldegoss V,19,Rebel Clash
dataset/Unseen Forces/Unseen Forces_Hitmonchan_24.jpg,Hitmonchan,24,Unseen Forces
dataset/SWSH Black Star Promos/SWSH Black Star Promos_Cinderace V_SWSH015.jpg,Cinderace V,SWSH015,SWSH Black Star Promos
dataset/Sandstorm/Sandstorm_Omastar_19.jpg,Omastar,19,Sandstorm
dataset/Arceus/Arceus_Raichu_27.jpg,Raichu,27,Arceus
dataset/Unified Minds/Unified Minds_Tsareena_19.jpg,Tsareena,19,Unified Minds
dataset/Team Up/Team Up_Staryu_28.jpg,Staryu,28,Team Up
dataset/Unbroken Bonds/Unbroken Bonds_Growlithe_21.jpg,Growlithe,21,Unbroken Bonds
dataset/Dark Explorers/Dark Explorers_Volcarona_22.jpg,Volcarona,22,Dark Explorers
dataset/Unbroken Bonds/Unbroken Bonds_Grubbin_18.jpg,Grubbin,18,Unbroken Bonds
dataset/Crystal Guardians/Crystal Guardians_Marshtomp_24.jpg,Marshtomp,24,Crystal Guardians
dataset/Plasma Storm/Plasma Storm_Swinub_26.jpg,Swinub,26,Plasma Storm
dataset/Sword & Shield/Sword & Shield_Salandit_27.jpg,Salandit,27,Sword & Shield
dataset/Cosmic Eclipse/Cosmic Eclipse_Torkoal_29.jpg,Torkoal,29,Cosmic Eclipse
dataset/XY Black Star Promos/XY Black Star Promos_Chesnaught-EX_XY18.jpg,Chesnaught-EX,XY18,XY Black Star Promos
dataset/SWSH Black Star Promos/SWSH Black Star Promos_Zacian V_SWSH018.jpg,Zacian V,SWSH018,SWSH Black Star Promos
dataset/Mysterious Treasures/Mysterious Treasures_Ariados_20.jpg,Ariados,20,Mysterious Treasures
dataset/Diamond & Pearl/Diamond & Pearl_Dustox_25.jpg,Dustox,25,Diamond & Pearl
dataset/XY/XY_Braixen_25.jpg,Braixen,25,XY
dataset/Next Destinies/Next Destinies_Articuno_27.jpg,Articuno,27,Next Destinies
dataset/BREAKthrough/BREAKthrough_Typhlosion_20.jpg,Typhlosion,20,BREAKthrough
dataset/Base/Base_Charmeleon_24.jpg,Charmeleon,24,Base
dataset/Furious Fists/Furious Fists_Poliwag_15.jpg,Poliwag,15,Furious Fists
dataset/Roaring Skies/Roaring Skies_Voltorb_21.jpg,Voltorb,21,Roaring Skies
dataset/Dragon/Dragon_Camerupt_24.jpg,Camerupt,24,Dragon
dataset/Celestial Storm/Celestial Storm_Cacturne_20.jpg,Cacturne,20,Celestial Storm
dataset/Ruby & Sapphire/Ruby & Sapphire_Breloom_16.jpg,Breloom,16,Ruby & Sapphire
dataset/Plasma Freeze/Plasma Freeze_Glaceon_23.jpg,Glaceon,23,Plasma Freeze
dataset/Darkness Ablaze/Darkness Ablaze_Golisopod_18.jpg,Golisopod,18,Darkness Ablaze
dataset/Dragon Frontiers/Dragon Frontiers_Arbok δ_13.jpg,Arbok δ,13,Dragon Frontiers
dataset/Delta Species/Delta Species_Porygon2_25.jpg,Porygon2,25,Delta Species
dataset/Dragon Majesty/Dragon Majesty_Totodile_22.jpg,Totodile,22,Dragon Majesty
dataset/Fossil/Fossil_Moltres_27.jpg,Moltres,27,Fossil
dataset/BREAKthrough/BREAKthrough_Houndoom-EX_21.jpg,Houndoom-EX,21,BREAKthrough
dataset/Double Crisis/Double Crisis_Team Magma's Poochyena_17.jpg,Team Magma's Poochyena,17,Double Crisis
dataset/Hidden Legends/Hidden Legends_Huntail_19.jpg,Huntail,19,Hidden Legends
dataset/Stormfront/Stormfront_Drifblim_16.jpg,Drifblim,16,Stormfront
dataset/Ultra Prism/Ultra Prism_Salazzle_26.jpg,Salazzle,26,Ultra Prism
dataset/Evolutions/Evolutions_Arcanine_18.jpg,Arcanine,18,Evolutions
dataset/HeartGold & SoulSilver/HeartGold & SoulSilver_Sandslash_29.jpg,Sandslash,29,HeartGold & SoulSilver
dataset/Emerald/Emerald_Electrode_27.jpg,Electrode,27,Emerald
dataset/Hidden Fates/Hidden Fates_Ekans_26.jpg,Ekans,26,Hidden Fates
dataset/Legendary Treasures/Legendary Treasures_Emboar_27.jpg,Emboar,27,Legendary Treasures
dataset/Legendary Collection/Legendary Collection_Exeggutor_23.jpg,Exeggutor,23,Legendary Collection
dataset/Unbroken Bonds/Unbroken Bonds_Kartana_19.jpg,Kartana,19,Unbroken Bonds
dataset/HS—Undaunted/HS—Undaunted_Vileplume_24.jpg,Vileplume,24,HS—Undaunted
dataset/Team Up/Team Up_Psyduck_26.jpg,Psyduck,26,Team Up
dataset/Unbroken Bonds/Unbroken Bonds_Arcanine_22.jpg,Arcanine,22,Unbroken Bonds
dataset/Fossil/Fossil_Raichu_29.jpg,Raichu,29,Fossil
dataset/Legends Awakened/Legends Awakened_Azelf_19.jpg,Azelf,19,Legends Awakened
dataset/Noble Victories/Noble Victories_Volcarona_21.jpg,Volcarona,21,Noble Victories
dataset/Supreme Victors/Supreme Victors_Dodrio_25.jpg,Dodrio,25,Supreme Victors
dataset/Gym Challenge/Gym Challenge_Koga's Pidgeotto_27.jpg,Koga's Pidgeotto,27,Gym Challenge
dataset/Vivid Voltage/Vivid Voltage_Zarude V_22.jpg,Zarude V,22,Vivid Voltage
dataset/Plasma Blast/Plasma Blast_Kyurem-EX_30.jpg,Kyurem-EX,30,Plasma Blast
dataset/Forbidden Light/Forbidden Light_Froakie_22.jpg,Froakie,22,Forbidden Light
dataset/Sword & Shield/Sword & Shield_Victini V_25.jpg,Victini V,25,Sword & Shield
dataset/Supreme Victors/Supreme Victors_Dusknoir FB_26.jpg,Dusknoir FB,26,Supreme Victors
dataset/HS—Undaunted/HS—Undaunted_Vespiquen_23.jpg,Vespiquen,23,HS—Undaunted
dataset/BW Black Star Promos/BW Black Star Promos_Ducklett_BW17.jpg,Ducklett,BW17,BW Black Star Promos
dataset/Rising Rivals/Rising Rivals_Golem E4_23.jpg,Golem E4,23,Rising Rivals
dataset/Neo Genesis/Neo Genesis_Cleffa_20.jpg,Cleffa,20,Neo Genesis
dataset/DP Black Star Promos/DP Black Star Promos_Palkia_DP27.jpg,Palkia,DP27,DP Black Star Promos
dataset/Rising Rivals/Rising Rivals_Gastrodon West Sea_22.jpg,Gastrodon West Sea,22,Rising Rivals
dataset/Furious Fists/Furious Fists_Politoed_18.jpg,Politoed,18,Furious Fists
dataset/Neo Discovery/Neo Discovery_Beedrill_18.jpg,Beedrill,18,Neo Discovery
dataset/Deoxys/Deoxys_Skarmory_26.jpg,Skarmory,26,Deoxys
dataset/Legend Maker/Legend Maker_Anorith_29.jpg,Anorith,29,Legend Maker
dataset/Power Keepers/Power Keepers_Magneton_16.jpg,Magneton,16,Power Keepers
dataset/HeartGold & SoulSilver/HeartGold & SoulSilver_Smoochum_30.jpg,Smoochum,30,HeartGold & SoulSilver
dataset/Evolutions/Evolutions_Magmar_20.jpg,Magmar,20,Evolutions
dataset/Plasma Storm/Plasma Storm_Articuno-EX_25.jpg,Articuno-EX,25,Plasma Storm
dataset/Crystal Guardians/Crystal Guardians_Loudred_23.jpg,Loudred,23,Crystal Guardians
dataset/Gym Challenge/Gym Challenge_Sabrina's Gengar_29.jpg,Sabrina's Gengar,29,Gym Challenge
dataset/Emerald/Emerald_Grumpig_29.jpg,Grumpig,29,Emerald
dataset/Celestial Storm/Celestial Storm_Slugma_23.jpg,Slugma,23,Celestial Storm
dataset/Jungle/Jungle_Electrode_18.jpg,Electrode,18,Jungle
dataset/Next Destinies/Next Destinies_Panpour_28.jpg,Panpour,28,Next Destinies
dataset/Plasma Storm/Plasma Storm_Piloswine_27.jpg,Piloswine,27,Plasma Storm
dataset/Sandstorm/Sandstorm_Golduck_17.jpg,Golduck,17,Sandstorm
dataset/Shining Legends/Shining Legends_Incineroar_17.jpg,Incineroar,17,Shining Legends
dataset/Legend Maker/Legend Maker_Wobbuffet_28.jpg,Wobbuffet,28,Legend Maker
dataset/Holon Phantoms/Holon Phantoms_Mewtwo δ_24.jpg,Mewtwo δ,24,Holon Phantoms
dataset/Neo Revelation/Neo Revelation_Skarmory_23.jpg,Skarmory,23,Neo Revelation
dataset/Wizards Black Star Promos/Wizards Black Star Promos_Moltres_21.jpg,Moltres,21,Wizards Black Star Promos
dataset/Great Encounters/Great Encounters_Latios_23.jpg,Latios,23,Great Encounters
dataset/Primal Clash/Primal Clash_Torchic_26.jpg,Torchic,26,Primal Clash
dataset/Expedition Base Set/Expedition Base Set_Mew_19.jpg,Mew,19,Expedition Base Set
dataset/Legendary Treasures/Legendary Treasures_Reshiram-EX_29.jpg,Reshiram-EX,29,Legendary Treasures
dataset/Crimson Invasion/Crimson Invasion_Swinub_19.jpg,Swinub,19,Crimson Invasion
dataset/Dragon Majesty/Dragon Majesty_Quagsire_26.jpg,Quagsire,26,Dragon Majesty
dataset/Roaring Skies/Roaring Skies_Zapdos_23.jpg,Zapdos,23,Roaring Skies
dataset/Majestic Dawn/Majestic Dawn_Espeon_18.jpg,Espeon,18,Majestic Dawn
dataset/Boundaries Crossed/Boundaries Crossed_Darumaka_27.jpg,Darumaka,27,Boundaries Crossed
dataset/Gym Challenge/Gym Challenge_Sabrina's Golduck_30.jpg,Sabrina's Golduck,30,Gym Challenge
dataset/HGSS Black Star Promos/HGSS Black Star Promos_Minun_HGSS17.jpg,Minun,HGSS17,HGSS Black Star Promos
dataset/Generations/Generations_Rapidash_15.jpg,Rapidash,15,Generations
dataset/Ancient Origins/Ancient Origins_Jolteon_26.jpg,Jolteon,26,Ancient Origins
dataset/Delta Species/Delta Species_Rain Castform_26.jpg,Rain Castform,26,Delta Species
dataset/Sword & Shield/Sword & Shield_Salazzle_28.jpg,Salazzle,28,Sword & Shield
dataset/Guardians Rising/Guardians Rising_Delibird_26.jpg,Delibird,26,Guardians Rising
dataset/Mysterious Treasures/Mysterious Treasures_Abomasnow_19.jpg,Abomasnow,19,Mysterious Treasures
dataset/SM Black Star Promos/SM Black Star Promos_Oricorio_SM19.jpg,Oricorio,SM19,SM Black Star Promos
dataset/Evolutions/Evolutions_Ponyta_19.jpg,Ponyta,19,Evolutions
dataset/Holon Phantoms/Holon Phantoms_Nosepass_25.jpg,Nosepass,25,Holon Phantoms
dataset/Hidden Fates Shiny Vault/Hidden Fates Shiny Vault_Sudowoodo_SV20.jpg,Sudowoodo,SV20,Hidden Fates Shiny Vault
dataset/HS—Unleashed/HS—Unleashed_Tyranitar_26.jpg,Tyranitar,26,HS—Unleashed
dataset/SM Black Star Promos/SM Black Star Promos_Alolan Sandslash_SM18.jpg,Alolan Sandslash,SM18,SM Black Star Promos
dataset/Boundaries Crossed/Boundaries Crossed_Squirtle_29.jpg,Squirtle,29,Boundaries Crossed
dataset/Legends Awakened/Legends Awakened_Yanmega_17.jpg,Yanmega,17,Legends Awakened
dataset/Aquapolis/Aquapolis_Umbreon_H29.jpg,Umbreon,H29,Aquapolis
dataset/Plasma Freeze/Plasma Freeze_Palpitoad_25.jpg,Palpitoad,25,Plasma Freeze
dataset/Dragons Exalted/Dragons Exalted_Sealeo_30.jpg,Sealeo,30,Dragons Exalted
dataset/Mysterious Treasures/Mysterious Treasures_Bastiodon_21.jpg,Bastiodon,21,Mysterious Treasures
dataset/Dragon Frontiers/Dragon Frontiers_Cloyster δ_14.jpg,Cloyster δ,14,Dragon Frontiers
dataset/Phantom Forces/Phantom Forces_Pachirisu_25.jpg,Pachirisu,25,Phantom Forces
dataset/Secret Wonders/Secret Wonders_Magmortar_31.jpg,Magmortar,31,Secret Wonders
dataset/Neo Destiny/Neo Destiny_Light Machamp_25.jpg,Light Machamp,25,Neo Destiny
dataset/Power Keepers/Power Keepers_Mightyena_18.jpg,Mightyena,18,Power Keepers
dataset/Aquapolis/Aquapolis_Victreebel_H30.jpg,Victreebel,H30,Aquapolis
dataset/Neo Genesis/Neo Genesis_Donphan_21.jpg,Donphan,21,Neo Genesis
dataset/Legendary Treasures/Legendary Treasures_Magikarp_30.jpg,Magikarp,30,Legendary Treasures
dataset/Arceus/Arceus_Raticate_29.jpg,Raticate,29,Arceus
dataset/HS—Unleashed/HS—Unleashed_Ursaring_27.jpg,Ursaring,27,HS—Unleashed
dataset/Flashfire/Flashfire_Luxray_34.jpg,Luxray,34,Flashfire
dataset/Boundaries Crossed/Boundaries Crossed_Wartortle_30.jpg,Wartortle,30,Boundaries Crossed
dataset/XY Black Star Promos/XY Black Star Promos_Bronzong_XY21.jpg,Bronzong,XY21,XY Black Star Promos
dataset/Vivid Voltage/Vivid Voltage_Flareon_26.jpg,Flareon,26,Vivid Voltage
dataset/BREAKpoint/BREAKpoint_Slowbro_20.jpg,Slowbro,20,BREAKpoint
dataset/Stormfront/Stormfront_Machamp_20.jpg,Machamp,20,Stormfront
dataset/Next Destinies/Next Destinies_Basculin_30.jpg,Basculin,30,Next Destinies
dataset/Generations/Generations_M Blastoise-EX_18.jpg,M Blastoise-EX,18,Generations
dataset/SM Black Star Promos/SM Black Star Promos_Drampa_SM21.jpg,Drampa,SM21,SM Black Star Promos
dataset/Emerging Powers/Emerging Powers_Simisear_19.jpg,Simisear,19,Emerging Powers
dataset/Wizards Black Star Promos/Wizards Black Star Promos______'s Pikachu_24.jpg,_____'s Pikachu,24,Wizards Black Star Promos
dataset/Hidden Fates Shiny Vault/Hidden Fates Shiny Vault_Riolu_SV21.jpg,Riolu,SV21,Hidden Fates Shiny Vault
